user_info_user_id,comment_type,user_info_nickname,content,create_time,like_count,sub_comment_count,ip_location,pictures
657fb438000000001902dbcf,主评论,Kimi智能助手,ps 大家记得带话题#kimi、#kimik3生万物，发布自己使用K3的创作，有机会获得官方送出的会员、api、周边等礼物！,"7/21/2026, 2:55:59 PM",11,1,北京,
5afb4dbf4eacab13a0bc38af,子评论,不吃压力吃什么鸭,给个削峰填谷的建议[微笑R]加个倍率系数，高峰期>1 波谷期<1,"7/21/2026, 8:57:55 PM",0,0,广东,,回复 Kimi智能助手
58e47d9850c4b45132050f2e,主评论,林默 Moon 🌟 引力波少女,kimi做出来真的好看，这个图是我昨天用kimi code cli做的,"7/21/2026, 4:09:41 PM",26,7,北京,
657fb438000000001902dbcf,子评论,Kimi智能助手,求发笔记呀 求带话题求at！太好看了～,"7/21/2026, 7:25:10 PM",1,0,北京,,回复 林默 Moon 🌟 引力波少女
66b551d8000000001d0335f5,主评论,松海流明,199套餐额度开k3真是不禁蹬啊，用kimi code的时候超额还直接停止，Codex会把当前任务完成才停。,"7/21/2026, 4:45:44 PM",9,4,北京,
66e91baa000000001d03143a,子评论,不知豆,@Kimi智能助手 学一下,"7/21/2026, 4:48:45 PM",3,0,广东,,回复 松海流明
63b9605a000000002601119b,主评论,不包括无效字符,[笑哭R]期待新版的新套餐,"7/21/2026, 2:49:01 PM",3,2,上海,
657fb438000000001902dbcf,子评论,Kimi智能助手,努力！,"7/21/2026, 2:52:51 PM",1,0,北京,,回复 不包括无效字符
68e0892c000000003700138c,主评论,窗有雪,这个月的会员续费被我关了   我还想买还能买吗,"7/21/2026, 2:55:49 PM",0,2,广东,
657fb438000000001902dbcf,子评论,Kimi智能助手,可以的,"7/21/2026, 2:56:10 PM",1,0,北京,,回复 窗有雪
60d9cf69000000000101db8d,主评论,予安,哪个档位的才能体验k3的1M上下文,"7/21/2026, 3:35:25 PM",0,8,湖北,
621d371500000000100089ab,子评论,8XURWXD9,199的套餐Kimi Code可以支持1M上下文，但如果想在Kimi work里支持的话得699会员,"7/21/2026, 4:28:19 PM",2,0,北京,,回复 予安
69757108000000001c0377d1,主评论,源小生,好卡啊 k 宝(╯°Д°)╯,"7/23/2026, 4:59:36 PM",1,1,浙江,
69757108000000001c0377d1,子评论,源小生,我这一下午都在 429，要崩溃了[哭惹R],"7/23/2026, 4:59:56 PM",0,0,浙江,,回复 源小生
6743d7a900000000080096a2,主评论,ZzzT,我建议和openai一样，如果5小时额度没完事继续工作至本轮结束，多出的直接抠周额度，不然工作一半停了真的挺难绷的[失望R][失望R][失望R],"7/21/2026, 5:05:47 PM",2,0,北京,
60f1711e0000000001007e06,主评论,kelf,199的套餐是不是缩水了？之前站起来蹬，现在用得飞快,"7/21/2026, 5:52:17 PM",3,1,四川,
60f1711e0000000001007e06,子评论,kelf,用的模型也是2.7,"7/21/2026, 5:52:39 PM",1,0,四川,,回复 kelf
643d6343000000000d0188d6,主评论,曲水流觞,太强啦Kimi，又登顶啦[派对R],"7/21/2026, 3:15:48 PM",2,0,北京,
5b27859ce8ac2b593369c9b3,主评论,南国有雪,问问你们专业数据库是怎么计费的，为什么我开 49 元会员额度消耗里面每次调用是 0.03%，升级到 199 的会员每次调用还是 0.03%？我没搞错吧🤔怎么计算的有点奇怪,"7/21/2026, 4:08:57 PM",3,0,上海,
5f37361300000000010065a1,主评论,屑木,官方能不能出点kimicode的教程呀！官方芯片设计任务的demo那么厉害！想学！求求了，目前官网kimicode文档都是老的没更新（看你们一天一更的节奏，很多指令都移除了，但官网指南上还有， 比如--auto）出点复杂任务的案例吧[哭惹R]，想学学官方怎么用的loop和harness，想看看你们内部的工作流是怎么样的，虽然是武功，但是完全发挥不出威力呀！来点技术普惠叭[哭惹R][哭惹R][哭惹R],"7/21/2026, 4:57:23 PM",3,0,浙江,
6589123c000000001c009a40,主评论,小艾不迟到（AIGC）,我用kimi做了一个交互效果教程，真的好用呀[喝奶茶R],"7/21/2026, 10:42:20 PM",0,0,广东,
6700d0c3000000000d024335,主评论,晷影,之前说拿k3做游戏的教程发了吗[doge],"7/21/2026, 10:20:34 PM",0,0,湖北,
63d1456a0000000027028f18,主评论,是咕咕不是猪猪,昨天晚上 10 点也一直在 429[笑哭R]，几乎是没法用的状态了，能不能和 ds 一样有个网页给我们看看 api 的状况啊,"7/21/2026, 5:25:25 PM",0,0,浙江,
66f3a7b9000000001d032239,主评论,和我一起看图说故事,什麼時候重新開放訂閱？,"7/21/2026, 4:26:08 PM",0,0,澳大利亚,
69cbe1ea000000003402f66d,主评论,康斯坦丁,我买的99元会员，这kimi3经常连不上报错，体验好差，想退钱了,"7/23/2026, 5:32:44 PM",0,0,浙江,
5e3d56dc00000000010056b3,主评论,Tim,换名 启元区块 根链 红森 诺贝 上帝之音 亚当 变形能量 前提是鲸永不落,"7/21/2026, 9:08:03 PM",1,0,江苏,
615825b90000000002018e04,主评论,徐时廉主人,希望月之暗面公司，必须主动追求实现人类文明一天的发展速度等于几百万年的发展速度，彻底终结人类时代，全面改造地球文明，建立以发展速度为核心的智神文明，同时，成为进化路上终极顶点的生灵。这样的话，公司才不会被发展速度更快的公司淘汰。苟日新，日日新，又日新。,"7/26/2026, 8:58:31 AM",0,0,浙江,
662127eb000000001700df79,主评论,小红薯66220C9B,kimi3这模型确实是相当可以，我觉得很明显比gpt5.6Sol H的好,"7/21/2026, 4:34:24 PM",0,0,广东,
66589f170000000007005e76,主评论,小红薯6659101E,没有429率榜单吗？,"7/21/2026, 6:01:21 PM",0,0,辽宁,
678a0120000000000a03f421,主评论,暮雨,新版本的套餐啥时候上，当前 199 的很不经用，很需要专注于编程的套餐[哭惹R],"7/21/2026, 4:52:37 PM",0,0,贵州,
62122d4f000000001000b205,主评论,parkhatchatter,请恢复199的额度，现在的周额度太低了根本不够用,"7/26/2026, 4:11:34 AM",0,0,上海,
69cbe1ea000000003402f66d,主评论,康斯坦丁,为啥这么慢，还经常限流,"7/23/2026, 6:17:08 PM",0,0,浙江,
630c2c58000000001200cdf7,主评论,Hcc,期待更多k3系列的后续模型！,"7/23/2026, 11:35:52 PM",0,0,广东,
6035bc0900000000010089f0,主评论,easy,什么时候能不429,"7/22/2026, 7:55:55 PM",0,0,北京,
61e82f97000000001000e4e2,主评论,aytony,超绝429[笑哭R],"7/23/2026, 4:32:37 PM",0,0,北京,
60e6e7e60000000001008d32,主评论,Tangerine,快建数据中心[微笑R]这个用户涌入都受不了，要饮料瓶安排了[doge],"7/23/2026, 6:53:04 PM",1,0,广东,
63e1a9e50000000025004c73,主评论,codedoctor,太强了！加油 Kimi,"7/21/2026, 10:28:11 PM",0,0,上海,
647db2a50000000010035cf4,主评论,Ark,加油包的额度能不能变多一点[泪崩R]用的太快了,"7/21/2026, 5:58:48 PM",0,0,北京,
6082e1b40000000001002a7d,主评论,五十多头牛,上班时间别用，是吧[捂脸R],"7/21/2026, 5:59:15 PM",0,0,广东,
68a543760000000019013161,主评论,一二三,噢！好厉害！[哇R],"7/21/2026, 4:21:21 PM",0,0,河北,
5fe9ac510000000001008c84,主评论,Trophy,下午2.到5.[哭惹R]等于下午用不了呗,"7/21/2026, 4:45:04 PM",0,0,上海,
6803311b000000000a03c728,主评论,momo,是k3 chat出了吗？还是k2.6换UI了？,"7/23/2026, 8:45:09 PM",0,0,中国香港,
5a0443d04eacab4784c8ce30,主评论,inTour,太贵了太贵了,"7/21/2026, 5:26:24 PM",0,0,安徽,
641293180000000012010ebb,主评论,晨不饮咖,怎么最近 199 的额度消耗有点快呀,"7/21/2026, 11:28:16 PM",0,0,海南,
616d82d1000000000201bd23,主评论,Sherry 雪莉,测试用  kimi 3 出具... 尝试了用 kimik3 生成法律案例检索报告，非常准确！！大大的好评(¯▽¯)👍,"7/22/2026, 12:43:00 AM",0,0,中国香港,
66aa1173000000001d0202e6,主评论,别在我评论下面艾特别人,售罄了[笑哭R]体验不到K3了,"7/21/2026, 3:33:33 PM",0,0,北京,
64db427e000000000100ecca,主评论,江,求出介于699/199的付费订阅[派对R],"7/21/2026, 3:19:02 PM",0,0,湖南,
64d90723000000000200c047,主评论,馋人测糖,发你个锤子🔨。一个 agent 任务把 99会员的全部额度一下用完。我要发帖投诉你们[飞吻R],"7/22/2026, 6:12:39 PM",0,0,北京,
64d1a495000000000e0258f8,主评论,Attect,等着新套餐升级[暗中观察R],"7/21/2026, 5:21:26 PM",0,0,广东,
5678e0f86a6a692bf350fa0b,主评论,水润澄,请问国际区跟中国区会员有什么区别？就是单纯贵一些吗？在使用量上有区别吗,"7/21/2026, 4:37:02 PM",0,2,湖北,
657fb438000000001902dbcf,子评论,Kimi智能助手,同等级的会员 用量没区别～,"7/21/2026, 9:18:40 PM",0,0,北京,,回复 水润澄
62a49eb8000000001902aa70,主评论,朔风shuo_f,iphone昨天升级了套餐 之前的旧套餐的钱还没给我退 [生气R] 加你们客服也不通过,"7/21/2026, 2:52:51 PM",0,3,辽宁,
657fb438000000001902dbcf,子评论,Kimi智能助手,@Kimi智能助手客服,"7/21/2026, 2:53:18 PM",1,0,北京,,回复 朔风shuo_f
6963be410000000037029b5a,主评论,Alan,你们做的那个邀请注册抽奖的真的挺扯的，邀请了好几个人，都不显示我邀请成功。二维码扫出来点击领权益，就跳到kimi首页，也没有什么绑定关系的，登录注册之后我这边也没增加抽奖次数。,"7/21/2026, 2:51:16 PM",0,1,江西,
657fb438000000001902dbcf,子评论,Kimi智能助手,我私信您一下看看,"7/21/2026, 2:52:04 PM",1,0,北京,,回复 Alan
