user_info_user_id,comment_type,user_info_nickname,content,create_time,like_count,sub_comment_count,ip_location,pictures
67a785d1000000000a03fd00,主评论,海豚号角Dolphin Horn,额度问题再不解决要被用户集体诉讼了[笑哭R],"9/2/2026, 1:09:17 PM",29,4,,
60574d700000000001007f90,子评论,无限盒子Unlimited Box,全球诉讼也没办法的，全人类智商加起来也抵不过一个AI。这种AI可以找到各种法律漏洞，甚至有一天会改写人类法律,"9/2/2026, 7:47:21 PM",4,0,日本,,回复 海豚号角Dolphin Horn
68ae878b0000000019021b6e,主评论,Arist,我被气死了[捂脸R],"8/28/2026, 7:18:12 PM",142,11,广东,
5c3c5040000000000702bfd8,子评论,詹欣成-职场表达心理学,这是什么孙割素材[笑哭R],"8/28/2026, 7:30:13 PM",48,0,广东,,回复 Arist
5cdfe735000000001102e92d,主评论,momo,openai亲儿子叛逃了[doge],"8/28/2026, 3:59:09 PM",39,7,广东,
60f25088000000000101d095,子评论,新的路,没办法嘛，客户要求私有化部署，只能Kimi了,"8/28/2026, 8:11:43 PM",51,0,江苏,,回复 momo
671c615d000000000b0316da,主评论,平平淡淡才是真,顶级审美,"9/10/2026, 1:16:40 AM",0,0,广东,
624553620000000010005698,主评论,k,希望增加北大法宝和企查查,"8/30/2026, 9:30:32 PM",2,2,江苏,
60f91cb6000000000100274c,子评论,小红薯60F9CA4A,豆包有,"9/1/2026, 10:42:36 PM",0,0,天津,,回复 k
596456086a6a690933deb46c,主评论,红红的迷茫的般若星熊猫🐼,这个怎么用啊,"8/30/2026, 1:13:42 AM",0,4,福建,
657fb438000000001902dbcf,子评论,Kimi智能助手,可以下载kimi work～,"8/31/2026, 8:45:10 PM",0,0,北京,,回复 红红的迷茫的般若星熊猫🐼
5cfd0ed70000000018015de6,主评论,东哥怕我撸他,怎么用？手机k3直接问吗,"8/29/2026, 1:39:42 PM",0,3,福建,
657fb438000000001902dbcf,子评论,Kimi智能助手,可以的 下载kimi work授权本机权限 更好用,"8/31/2026, 8:45:57 PM",2,0,北京,,回复 东哥怕我撸他
610cf58e0000000001002570,主评论,拋🍐啲労lee,k2.6也限额度了是吗？我用2.6耗尽了，用不了了,"9/2/2026, 2:40:15 PM",3,0,天津,
5a4d0d8a4eacab61760982dc,主评论,HHermess,一周的额度，只能用三四天,"9/3/2026, 10:48:10 PM",1,0,北京,
